Unnamed: 0	Pheno	UKB ID	IDP short name	Units	Type	Cat.	Category name	IDP description	N(disc)	Npar(disc)	Nnonpar(disc)	N(rep)	Npar(rep)	Nnonpar(rep)	N(fullscan)	Npar(fullscan)	Nnonpar(fullscan)	Heritability	Heritability(SE)
1264	1265.0	27638	aparc-a2009s rh thickness G-front-inf-Triangul	mm	float	3.0	cortical thickness	Mean thickness of G-front-inf-Triangul in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation	21281.0	21261.0	21269.0	10686.0	-	-	31967.0	31942.0	31953.0	0.144	0.0177
1265	1266.0	27639	aparc-a2009s rh thickness G-front-middle	mm	float	3.0	cortical thickness	Mean thickness of G-front-middle in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation	21282.0	21262.0	21270.0	10686.0	-	-	31968.0	31943.0	31954.0	0.1768	0.0188
1266	1267.0	27640	aparc-a2009s rh thickness G-front-sup	mm	float	3.0	cortical thickness	Mean thickness of G-front-sup in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation	21282.0	21262.0	21270.0	10686.0	-	-	31968.0	31943.0	31954.0	0.2229	0.0206
1267	1268.0	27641	aparc-a2009s rh thickness G-Ins-lg+S-cent-ins	mm	float	3.0	cortical thickness	Mean thickness of G-Ins-lg+S-cent-ins in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation	21282.0	21262.0	21270.0	10686.0	-	-	31968.0	31943.0	31954.0	0.0986	0.0162
1268	1269.0	27642	aparc-a2009s rh thickness G-insular-short	mm	float	3.0	cortical thickness	Mean thickness of G-insular-short in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation	21282.0	21262.0	21270.0	10686.0	-	-	31968.0	31943.0	31954.0	0.1064	0.0151
1269	1270.0	27643	aparc-a2009s rh thickness G-occipital-middle	mm	float	3.0	cortical thickness	Mean thickness of G-occipital-middle in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation	21282.0	21262.0	21270.0	10686.0	-	-	31968.0	31943.0	31954.0	0.1489	0.0187
1270	1271.0	27644	aparc-a2009s rh thickness G-occipital-sup	mm	float	3.0	cortical thickness	Mean thickness of G-occipital-sup in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation	21282.0	21262.0	21270.0	10686.0	-	-	31968.0	31943.0	31954.0	0.1329	0.0162
1271	1272.0	27645	aparc-a2009s rh thickness G-oc-temp-lat-fusifor	mm	float	3.0	cortical thickness	Mean thickness of G-oc-temp-lat-fusifor in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation	21282.0	21262.0	21270.0	10686.0	-	-	31968.0	31943.0	31954.0	0.1397	0.0205
1272	1273.0	27646	aparc-a2009s rh thickness G-oc-temp-med-Lingual	mm	float	3.0	cortical thickness	Mean thickness of G-oc-temp-med-Lingual in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation	21282.0	21262.0	21270.0	10686.0	-	-	31968.0	31943.0	31954.0	0.1604	0.019
1273	1274.0	27647	aparc-a2009s rh thickness G-oc-temp-med-Parahip	mm	float	3.0	cortical thickness	Mean thickness of G-oc-temp-med-Parahip in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation	21282.0	21262.0	21270.0	10686.0	-	-	31968.0	31943.0	31954.0	0.097	0.0171
1274	1275.0	27648	aparc-a2009s rh thickness G-orbital	mm	float	3.0	cortical thickness	Mean thickness of G-orbital in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation	21282.0	21262.0	21270.0	10686.0	-	-	31968.0	31943.0	31954.0	0.1025	0.018
1275	1276.0	27649	aparc-a2009s rh thickness G-pariet-inf-Angular	mm	float	3.0	cortical thickness	Mean thickness of G-pariet-inf-Angular in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation	21282.0	21262.0	21270.0	10686.0	-	-	31968.0	31943.0	31954.0	0.1749	0.0203
1276	1277.0	27650	aparc-a2009s rh thickness G-pariet-inf-Supramar	mm	float	3.0	cortical thickness	Mean thickness of G-pariet-inf-Supramar in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation	21282.0	21262.0	21270.0	10686.0	-	-	31968.0	31943.0	31954.0	0.1885	0.021
1277	1278.0	27651	aparc-a2009s rh thickness G-parietal-sup	mm	float	3.0	cortical thickness	Mean thickness of G-parietal-sup in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation	21282.0	21262.0	21270.0	10686.0	-	-	31968.0	31943.0	31954.0	0.1443	0.0188
1278	1279.0	27652	aparc-a2009s rh thickness G-postcentral	mm	float	3.0	cortical thickness	Mean thickness of G-postcentral in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation	21282.0	21262.0	21270.0	10686.0	-	-	31968.0	31943.0	31954.0	0.1738	0.0214
1279	1280.0	27653	aparc-a2009s rh thickness G-precentral	mm	float	3.0	cortical thickness	Mean thickness of G-precentral in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation	21282.0	21262.0	21270.0	10686.0	-	-	31968.0	31943.0	31954.0	0.1736	0.0196
1280	1281.0	27654	aparc-a2009s rh thickness G-precuneus	mm	float	3.0	cortical thickness	Mean thickness of G-precuneus in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation	21282.0	21262.0	21270.0	10686.0	-	-	31968.0	31943.0	31954.0	0.1931	0.0205
1281	1282.0	27655	aparc-a2009s rh thickness G-rectus	mm	float	3.0	cortical thickness	Mean thickness of G-rectus in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation	21282.0	21262.0	21270.0	10686.0	-	-	31968.0	31943.0	31954.0	0.081	0.0156
1282	1283.0	27656	aparc-a2009s rh thickness G-subcallosal	mm	float	3.0	cortical thickness	Mean thickness of G-subcallosal in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation	21282.0	21262.0	21270.0	10686.0	-	-	31968.0	31943.0	31954.0	0.0447	0.0171
1283	1284.0	27657	aparc-a2009s rh thickness G-temp-sup-G-T-transv	mm	float	3.0	cortical thickness	Mean thickness of G-temp-sup-G-T-transv in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation	21281.0	21261.0	21269.0	10686.0	-	-	31967.0	31942.0	31953.0	0.1624	0.0212
1284	1285.0	27658	aparc-a2009s rh thickness G-temp-sup-Lateral	mm	float	3.0	cortical thickness	Mean thickness of G-temp-sup-Lateral in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation	21282.0	21262.0	21270.0	10686.0	-	-	31968.0	31943.0	31954.0	0.1968	0.0192
1285	1286.0	27659	aparc-a2009s rh thickness G-temp-sup-Plan-polar	mm	float	3.0	cortical thickness	Mean thickness of G-temp-sup-Plan-polar in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation	21282.0	21262.0	21270.0	10686.0	-	-	31968.0	31943.0	31954.0	0.0958	0.0158
1286	1287.0	27660	aparc-a2009s rh thickness G-temp-sup-Plan-tempo	mm	float	3.0	cortical thickness	Mean thickness of G-temp-sup-Plan-tempo in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation	21282.0	21262.0	21270.0	10686.0	-	-	31968.0	31943.0	31954.0	0.1679	0.0201
1287	1288.0	27661	aparc-a2009s rh thickness G-temporal-inf	mm	float	3.0	cortical thickness	Mean thickness of G-temporal-inf in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation	21282.0	21262.0	21270.0	10686.0	-	-	31968.0	31943.0	31954.0	0.1452	0.0172
1288	1289.0	27662	aparc-a2009s rh thickness G-temporal-middle	mm	float	3.0	cortical thickness	Mean thickness of G-temporal-middle in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation	21282.0	21262.0	21270.0	10686.0	-	-	31968.0	31943.0	31954.0	0.1808	0.0198
1289	1290.0	27663	aparc-a2009s rh thickness Lat-Fis-ant-Horizont	mm	float	3.0	cortical thickness	Mean thickness of Lat-Fis-ant-Horizont in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation	21281.0	21261.0	21269.0	10685.0	-	-	31966.0	31941.0	31952.0	0.107	0.0164
1290	1291.0	27664	aparc-a2009s rh thickness Lat-Fis-ant-Vertical	mm	float	3.0	cortical thickness	Mean thickness of Lat-Fis-ant-Vertical in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation	21269.0	21249.0	21257.0	10683.0	-	-	31952.0	31927.0	31938.0	0.0646	0.0133
1291	1292.0	27665	aparc-a2009s rh thickness Lat-Fis-post	mm	float	3.0	cortical thickness	Mean thickness of Lat-Fis-post in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation	21282.0	21262.0	21270.0	10686.0	-	-	31968.0	31943.0	31954.0	0.1944	0.0242
1292	1293.0	27666	aparc-a2009s rh thickness Pole-occipital	mm	float	3.0	cortical thickness	Mean thickness of Pole-occipital in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation	21282.0	21262.0	21270.0	10686.0	-	-	31968.0	31943.0	31954.0	0.1557	0.0177
1293	1294.0	27667	aparc-a2009s rh thickness Pole-temporal	mm	float	3.0	cortical thickness	Mean thickness of Pole-temporal in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation	21282.0	21262.0	21270.0	10686.0	-	-	31968.0	31943.0	31954.0	0.1113	0.0154
1294	1295.0	27668	aparc-a2009s rh thickness S-calcarine	mm	float	3.0	cortical thickness	Mean thickness of S-calcarine in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation	21282.0	21262.0	21270.0	10686.0	-	-	31968.0	31943.0	31954.0	0.1523	0.0174
1295	1296.0	27669	aparc-a2009s rh thickness S-central	mm	float	3.0	cortical thickness	Mean thickness of S-central in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation	21282.0	21262.0	21270.0	10686.0	-	-	31968.0	31943.0	31954.0	0.1382	0.0191
1296	1297.0	27670	aparc-a2009s rh thickness S-cingul-Marginalis	mm	float	3.0	cortical thickness	Mean thickness of S-cingul-Marginalis in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation	21282.0	21262.0	21270.0	10686.0	-	-	31968.0	31943.0	31954.0	0.1321	0.0191
1297	1298.0	27671	aparc-a2009s rh thickness S-circular-insula-ant	mm	float	3.0	cortical thickness	Mean thickness of S-circular-insula-ant in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation	21281.0	21261.0	21269.0	10685.0	-	-	31966.0	31941.0	31952.0	0.0999	0.0155
1298	1299.0	27672	aparc-a2009s rh thickness S-circular-insula-inf	mm	float	3.0	cortical thickness	Mean thickness of S-circular-insula-inf in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation	21282.0	21262.0	21270.0	10686.0	-	-	31968.0	31943.0	31954.0	0.191	0.0237
1299	1300.0	27673	aparc-a2009s rh thickness S-circular-insula-sup	mm	float	3.0	cortical thickness	Mean thickness of S-circular-insula-sup in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation	21282.0	21262.0	21270.0	10685.0	-	-	31967.0	31942.0	31953.0	0.1743	0.0262
1300	1301.0	27674	aparc-a2009s rh thickness S-collat-transv-ant	mm	float	3.0	cortical thickness	Mean thickness of S-collat-transv-ant in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation	21282.0	21262.0	21270.0	10686.0	-	-	31968.0	31943.0	31954.0	0.053	0.0153
1301	1302.0	27675	aparc-a2009s rh thickness S-collat-transv-post	mm	float	3.0	cortical thickness	Mean thickness of S-collat-transv-post in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation	21281.0	21261.0	21269.0	10685.0	-	-	31966.0	31941.0	31952.0	0.1392	0.0159
1302	1303.0	27676	aparc-a2009s rh thickness S-front-inf	mm	float	3.0	cortical thickness	Mean thickness of S-front-inf in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation	21282.0	21262.0	21270.0	10686.0	-	-	31968.0	31943.0	31954.0	0.1487	0.0175
1303	1304.0	27677	aparc-a2009s rh thickness S-front-middle	mm	float	3.0	cortical thickness	Mean thickness of S-front-middle in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation	21282.0	21262.0	21270.0	10686.0	-	-	31968.0	31943.0	31954.0	0.1318	0.0195
1304	1305.0	27678	aparc-a2009s rh thickness S-front-sup	mm	float	3.0	cortical thickness	Mean thickness of S-front-sup in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation	21282.0	21262.0	21270.0	10686.0	-	-	31968.0	31943.0	31954.0	0.1569	0.0208
1305	1306.0	27679	aparc-a2009s rh thickness S-interm-prim-Jensen	mm	float	3.0	cortical thickness	Mean thickness of S-interm-prim-Jensen in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation	21279.0	21259.0	21267.0	10685.0	-	-	31964.0	31939.0	31950.0	0.0617	0.0194
1306	1307.0	27680	aparc-a2009s rh thickness S-intrapariet+P-trans	mm	float	3.0	cortical thickness	Mean thickness of S-intrapariet+P-trans in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation	21282.0	21262.0	21270.0	10686.0	-	-	31968.0	31943.0	31954.0	0.1547	0.0202
1307	1308.0	27681	aparc-a2009s rh thickness S-oc-middle+Lunatus	mm	float	3.0	cortical thickness	Mean thickness of S-oc-middle+Lunatus in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation	21282.0	21262.0	21270.0	10686.0	-	-	31968.0	31943.0	31954.0	0.1116	0.0166
1308	1309.0	27682	aparc-a2009s rh thickness S-oc-sup+transversal	mm	float	3.0	cortical thickness	Mean thickness of S-oc-sup+transversal in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation	21282.0	21262.0	21270.0	10686.0	-	-	31968.0	31943.0	31954.0	0.1619	0.0164
1309	1310.0	27683	aparc-a2009s rh thickness S-occipital-ant	mm	float	3.0	cortical thickness	Mean thickness of S-occipital-ant in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation	21282.0	21262.0	21270.0	10685.0	-	-	31967.0	31942.0	31953.0	0.1175	0.0169
1310	1311.0	27684	aparc-a2009s rh thickness S-oc-temp-lat	mm	float	3.0	cortical thickness	Mean thickness of S-oc-temp-lat in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation	21282.0	21262.0	21270.0	10686.0	-	-	31968.0	31943.0	31954.0	0.1126	0.0158
1311	1312.0	27685	aparc-a2009s rh thickness S-oc-temp-med+Lingual	mm	float	3.0	cortical thickness	Mean thickness of S-oc-temp-med+Lingual in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation	21282.0	21262.0	21270.0	10686.0	-	-	31968.0	31943.0	31954.0	0.189	0.0178
1312	1313.0	27686	aparc-a2009s rh thickness S-orbital-lateral	mm	float	3.0	cortical thickness	Mean thickness of S-orbital-lateral in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation	21281.0	21261.0	21269.0	10685.0	-	-	31966.0	31941.0	31952.0	0.0783	0.0155
1313	1314.0	27687	aparc-a2009s rh thickness S-orbital-med-olfact	mm	float	3.0	cortical thickness	Mean thickness of S-orbital-med-olfact in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation	21282.0	21262.0	21270.0	10686.0	-	-	31968.0	31943.0	31954.0	0.1318	0.0153
1314	1315.0	27688	aparc-a2009s rh thickness S-orbital-H-Shaped	mm	float	3.0	cortical thickness	Mean thickness of S-orbital-H-Shaped in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation	21281.0	21261.0	21269.0	10686.0	-	-	31967.0	31942.0	31953.0	0.0994	0.0165
1315	1316.0	27689	aparc-a2009s rh thickness S-parieto-occipital	mm	float	3.0	cortical thickness	Mean thickness of S-parieto-occipital in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation	21282.0	21262.0	21270.0	10686.0	-	-	31968.0	31943.0	31954.0	0.1693	0.0191
1316	1317.0	27690	aparc-a2009s rh thickness S-pericallosal	mm	float	3.0	cortical thickness	Mean thickness of S-pericallosal in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation	21282.0	21262.0	21270.0	10686.0	-	-	31968.0	31943.0	31954.0	0.2108	0.0206
1317	1318.0	27691	aparc-a2009s rh thickness S-postcentral	mm	float	3.0	cortical thickness	Mean thickness of S-postcentral in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation	21282.0	21262.0	21270.0	10686.0	-	-	31968.0	31943.0	31954.0	0.1394	0.0188
1318	1319.0	27692	aparc-a2009s rh thickness S-precentral-inf-part	mm	float	3.0	cortical thickness	Mean thickness of S-precentral-inf-part in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation	21282.0	21262.0	21270.0	10686.0	-	-	31968.0	31943.0	31954.0	0.1515	0.0203
1319	1320.0	27693	aparc-a2009s rh thickness S-precentral-sup-part	mm	float	3.0	cortical thickness	Mean thickness of S-precentral-sup-part in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation	21282.0	21262.0	21270.0	10686.0	-	-	31968.0	31943.0	31954.0	0.1492	0.016
1320	1321.0	27694	aparc-a2009s rh thickness S-suborbital	mm	float	3.0	cortical thickness	Mean thickness of S-suborbital in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation	21282.0	21262.0	21270.0	10685.0	-	-	31967.0	31942.0	31953.0	0.0475	0.0165
1321	1322.0	27695	aparc-a2009s rh thickness S-subparietal	mm	float	3.0	cortical thickness	Mean thickness of S-subparietal in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation	21282.0	21262.0	21270.0	10686.0	-	-	31968.0	31943.0	31954.0	0.1395	0.0195
1322	1323.0	27696	aparc-a2009s rh thickness S-temporal-inf	mm	float	3.0	cortical thickness	Mean thickness of S-temporal-inf in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation	21282.0	21262.0	21270.0	10686.0	-	-	31968.0	31943.0	31954.0	0.0832	0.0151
1323	1324.0	27697	aparc-a2009s rh thickness S-temporal-sup	mm	float	3.0	cortical thickness	Mean thickness of S-temporal-sup in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation	21282.0	21262.0	21270.0	10686.0	-	-	31968.0	31943.0	31954.0	0.1756	0.0186
1324	1325.0	27698	aparc-a2009s rh thickness S-temporal-transverse	mm	float	3.0	cortical thickness	Mean thickness of S-temporal-transverse in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation	21280.0	21260.0	21268.0	10686.0	-	-	31966.0	31941.0	31952.0	0.1534	0.0257
1325	1326.0	26501	aseg global intensity 3rd-Ventricle	AU	float	4.0	regional and tissue intensity	Mean intensity of 3rd-Ventricle in the whole brain generated by subcortical volumetric segmentation (aseg)	21282.0	21262.0	21270.0	10686.0	-	-	31968.0	31943.0	31954.0	0.1792	0.0197
1326	1327.0	26502	aseg global intensity 4th-Ventricle	AU	float	4.0	regional and tissue intensity	Mean intensity of 4th-Ventricle in the whole brain generated by subcortical volumetric segmentation (aseg)	21282.0	21262.0	21270.0	10686.0	-	-	31968.0	31943.0	31954.0	0.2424	0.0237
1327	1328.0	26503	aseg global intensity 5th-Ventricle	AU	float	4.0	regional and tissue intensity	Mean intensity of 5th-Ventricle in the whole brain generated by subcortical volumetric segmentation (aseg)	21282.0	21262.0	21270.0	10686.0	-	-	31968.0	31943.0	31954.0	-0.0045	0.0134
1328	1329.0	26504	aseg global intensity Brain-Stem	AU	float	4.0	regional and tissue intensity	Mean intensity of Brain-Stem in the whole brain generated by subcortical volumetric segmentation (aseg)	21282.0	21262.0	21270.0	10686.0	-	-	31968.0	31943.0	31954.0	0.2131	0.0177
1329	1330.0	26505	aseg global intensity CSF	AU	float	4.0	regional and tissue intensity	Mean intensity of CSF in the whole brain generated by subcortical volumetric segmentation (aseg)	21282.0	21262.0	21270.0	10686.0	-	-	31968.0	31943.0	31954.0	0.1893	0.0191
1330	1331.0	26506	aseg global intensity WM-hypointensities	AU	float	4.0	regional and tissue intensity	Mean intensity of WM-hypointensities in the whole brain generated by subcortical volumetric segmentation (aseg)	21282.0	21262.0	21270.0	10686.0	-	-	31968.0	31943.0	31954.0	0.1048	0.0177
1331	1332.0	26507	aseg global intensity non-WM-hypointensities	AU	float	4.0	regional and tissue intensity	Mean intensity of non-WM-hypointensities in the whole brain generated by subcortical volumetric segmentation (aseg)	21282.0	21262.0	21270.0	10686.0	-	-	31968.0	31943.0	31954.0	0.0094	0.0123
1332	1333.0	26508	aseg global intensity Optic-Chiasm	AU	float	4.0	regional and tissue intensity	Mean intensity of Optic-Chiasm in the whole brain generated by subcortical volumetric segmentation (aseg)	21282.0	21262.0	21270.0	10686.0	-	-	31968.0	31943.0	31954.0	0.1551	0.0193
1333	1334.0	26509	aseg global intensity CC-Posterior	AU	float	4.0	regional and tissue intensity	Mean intensity of CC-Posterior in the whole brain generated by subcortical volumetric segmentation (aseg)	21282.0	21262.0	21270.0	10686.0	-	-	31968.0	31943.0	31954.0	0.168	0.0186
1334	1335.0	26510	aseg global intensity CC-Mid-Posterior	AU	float	4.0	regional and tissue intensity	Mean intensity of CC-Mid-Posterior in the whole brain generated by subcortical volumetric segmentation (aseg)	21282.0	21262.0	21270.0	10686.0	-	-	31968.0	31943.0	31954.0	0.1877	0.021
1335	1336.0	26511	aseg global intensity CC-Central	AU	float	4.0	regional and tissue intensity	Mean intensity of CC-Central in the whole brain generated by subcortical volumetric segmentation (aseg)	21282.0	21262.0	21270.0	10686.0	-	-	31968.0	31943.0	31954.0	0.1493	0.0175
1336	1337.0	26512	aseg global intensity CC-Mid-Anterior	AU	float	4.0	regional and tissue intensity	Mean intensity of CC-Mid-Anterior in the whole brain generated by subcortical volumetric segmentation (aseg)	21282.0	21262.0	21270.0	10686.0	-	-	31968.0	31943.0	31954.0	0.1255	0.0162
1337	1338.0	26513	aseg global intensity CC-Anterior	AU	float	4.0	regional and tissue intensity	Mean intensity of CC-Anterior in the whole brain generated by subcortical volumetric segmentation (aseg)	21282.0	21262.0	21270.0	10686.0	-	-	31968.0	31943.0	31954.0	0.2011	0.0192
1338	1339.0	26538	aseg lh intensity Lateral-Ventricle	AU	float	4.0	regional and tissue intensity	Mean intensity of Lateral-Ventricle in the left hemisphere generated by subcortical volumetric segmentation (aseg)	21282.0	21262.0	21270.0	10686.0	-	-	31968.0	31943.0	31954.0	0.1932	0.0198
1339	1340.0	26539	aseg lh intensity Inf-Lat-Vent	AU	float	4.0	regional and tissue intensity	Mean intensity of Inf-Lat-Vent in the left hemisphere generated by subcortical volumetric segmentation (aseg)	21282.0	21262.0	21270.0	10686.0	-	-	31968.0	31943.0	31954.0	0.1004	0.0179
1340	1341.0	26540	aseg lh intensity Cerebellum-White-Matter	AU	float	4.0	regional and tissue intensity	Mean intensity of Cerebellum-White-Matter in the left hemisphere generated by subcortical volumetric segmentation (aseg)	21282.0	21262.0	21270.0	10686.0	-	-	31968.0	31943.0	31954.0	0.1192	0.0199
1341	1342.0	26541	aseg lh intensity Cerebellum-Cortex	AU	float	4.0	regional and tissue intensity	Mean intensity of Cerebellum-Cortex in the left hemisphere generated by subcortical volumetric segmentation (aseg)	21282.0	21262.0	21270.0	10686.0	-	-	31968.0	31943.0	31954.0	0.2298	0.0213
1342	1343.0	26542	aseg lh intensity Thalamus-Proper	AU	float	4.0	regional and tissue intensity	Mean intensity of Thalamus-Proper in the left hemisphere generated by subcortical volumetric segmentation (aseg)	21282.0	21262.0	21270.0	10685.0	-	-	31967.0	31942.0	31953.0	0.2616	0.0228
1343	1344.0	26543	aseg lh intensity Caudate	AU	float	4.0	regional and tissue intensity	Mean intensity of Caudate in the left hemisphere generated by subcortical volumetric segmentation (aseg)	21282.0	21262.0	21270.0	10686.0	-	-	31968.0	31943.0	31954.0	0.2303	0.0221
1344	1345.0	26544	aseg lh intensity Putamen	AU	float	4.0	regional and tissue intensity	Mean intensity of Putamen in the left hemisphere generated by subcortical volumetric segmentation (aseg)	21282.0	21262.0	21270.0	10686.0	-	-	31968.0	31943.0	31954.0	0.2479	0.0269
1345	1346.0	26545	aseg lh intensity Pallidum	AU	float	4.0	regional and tissue intensity	Mean intensity of Pallidum in the left hemisphere generated by subcortical volumetric segmentation (aseg)	21282.0	21262.0	21270.0	10686.0	-	-	31968.0	31943.0	31954.0	0.1893	0.0223
1346	1347.0	26546	aseg lh intensity Hippocampus	AU	float	4.0	regional and tissue intensity	Mean intensity of Hippocampus in the left hemisphere generated by subcortical volumetric segmentation (aseg)	21282.0	21262.0	21270.0	10686.0	-	-	31968.0	31943.0	31954.0	0.1644	0.018
1347	1348.0	26547	aseg lh intensity Amygdala	AU	float	4.0	regional and tissue intensity	Mean intensity of Amygdala in the left hemisphere generated by subcortical volumetric segmentation (aseg)	21282.0	21262.0	21270.0	10686.0	-	-	31968.0	31943.0	31954.0	0.1327	0.0161
1348	1349.0	26548	aseg lh intensity Accumbens-area	AU	float	4.0	regional and tissue intensity	Mean intensity of Accumbens-area in the left hemisphere generated by subcortical volumetric segmentation (aseg)	21282.0	21262.0	21270.0	10686.0	-	-	31968.0	31943.0	31954.0	0.242	0.0268
1349	1350.0	26549	aseg lh intensity VentralDC	AU	float	4.0	regional and tissue intensity	Mean intensity of VentralDC in the left hemisphere generated by subcortical volumetric segmentation (aseg)	21282.0	21262.0	21270.0	10686.0	-	-	31968.0	31943.0	31954.0	0.1359	0.0176
1350	1351.0	26550	aseg lh intensity vessel	AU	float	4.0	regional and tissue intensity	Mean intensity of vessel in the left hemisphere generated by subcortical volumetric segmentation (aseg)	21282.0	21262.0	21270.0	10686.0	-	-	31968.0	31943.0	31954.0	0.0361	0.0138
1351	1352.0	26551	aseg lh intensity choroid-plexus	AU	float	4.0	regional and tissue intensity	Mean intensity of choroid-plexus in the left hemisphere generated by subcortical volumetric segmentation (aseg)	21282.0	21262.0	21270.0	10686.0	-	-	31968.0	31943.0	31954.0	0.1731	0.0197
1352	1353.0	26569	aseg rh intensity Lateral-Ventricle	AU	float	4.0	regional and tissue intensity	Mean intensity of Lateral-Ventricle in the right hemisphere generated by subcortical volumetric segmentation (aseg)	21282.0	21262.0	21270.0	10686.0	-	-	31968.0	31943.0	31954.0	0.1963	0.0201
1353	1354.0	26570	aseg rh intensity Inf-Lat-Vent	AU	float	4.0	regional and tissue intensity	Mean intensity of Inf-Lat-Vent in the right hemisphere generated by subcortical volumetric segmentation (aseg)	21282.0	21262.0	21270.0	10686.0	-	-	31968.0	31943.0	31954.0	0.105	0.0179
1354	1355.0	26571	aseg rh intensity Cerebellum-White-Matter	AU	float	4.0	regional and tissue intensity	Mean intensity of Cerebellum-White-Matter in the right hemisphere generated by subcortical volumetric segmentation (aseg)	21282.0	21262.0	21270.0	10686.0	-	-	31968.0	31943.0	31954.0	0.1099	0.0247
1355	1356.0	26572	aseg rh intensity Cerebellum-Cortex	AU	float	4.0	regional and tissue intensity	Mean intensity of Cerebellum-Cortex in the right hemisphere generated by subcortical volumetric segmentation (aseg)	21282.0	21262.0	21270.0	10686.0	-	-	31968.0	31943.0	31954.0	0.2248	0.0211
1356	1357.0	26573	aseg rh intensity Thalamus-Proper	AU	float	4.0	regional and tissue intensity	Mean intensity of Thalamus-Proper in the right hemisphere generated by subcortical volumetric segmentation (aseg)	21282.0	21262.0	21270.0	10685.0	-	-	31967.0	31942.0	31953.0	0.2771	0.0229
